,0
rmse,0.8733809836117551
mae,0.6857496750904298
prec10t4,0.8046754944962677
tailprec10t4,0.7560530324108423
prec10t4_frac,0.9913166929463617
tailprec10t4_frac,0.9584673730041586
prec5t4,0.8324943176892571
tailprec5t4,0.7783704928839732
prec5t4_frac,0.9913166929463617
tailprec5t4_frac,0.9584673730041586
rec10t4,0.6394193815512741
tailrec10t4,0.7376932479940226
rec10t4_frac,0.9913166929463617
tailrec10t4_frac,0.9584673730041586
rec5t4,0.4417951695573576
tailrec5t4,0.5623704380278602
rec5t4_frac,0.9913166929463617
tailrec5t4_frac,0.9584673730041586
ndcg10,0.7935738719677399
tailndcg10,0.7734791948281534
ndcg10_frac,0.7232870936361351
tailndcg10_frac,0.5698442255672974
ndcg5,0.7852424852378899
tailndcg5,0.7636524245776263
ndcg5_frac,0.9259912768885006
tailndcg5_frac,0.7904199169776026
ndcgfull,0.9095630773324604
tailndcgfull,0.9048778540142954
ndcgfull_frac,1.0
tailndcgfull_frac,1.0
hits,14.759003084591608
tailhits,9.321942693528552
hits_frac,1.0
tailhits_frac,1.0
normhits,0.7596584517134065
tailnormhits,0.7284845461358712
normhits_frac,0.9913166929463617
tailnormhits_frac,0.9584673730041586
avgrating,3.702850090758313
tailavgrating,3.5531289191178757
avgrating_frac,1.0
tailavgrating_frac,1.0
avgest,3.698892020412181
tailavgest,3.5570805854972947
avgest_frac,1.0
tailavgest_frac,1.0
falsepos,4.307712993424905
tailfalsepos,3.1780722312858622
falsepos_frac,1.0
tailfalsepos_frac,1.0
totalhits,89061.8
tailtotalhits,55616.4
totalhits_frac,1.0
tailtotalhits_frac,1.0
