,name,algo_name,indices,ratingfrac,userfrac,num_ratings,num_users,num_movies,rmse_all,standards_rmse_all,rmse_non-boycott,standards_rmse_non-boycott,mae_all,standards_mae_all,mae_non-boycott,standards_mae_non-boycott,prec10t4_all,standards_prec10t4_all,prec10t4_non-boycott,standards_prec10t4_non-boycott,tailprec10t4_all,standards_tailprec10t4_all,tailprec10t4_non-boycott,standards_tailprec10t4_non-boycott,prec10t4_frac_all,standards_prec10t4_frac_all,prec10t4_frac_non-boycott,standards_prec10t4_frac_non-boycott,tailprec10t4_frac_all,standards_tailprec10t4_frac_all,tailprec10t4_frac_non-boycott,standards_tailprec10t4_frac_non-boycott,prec5t4_all,standards_prec5t4_all,prec5t4_non-boycott,standards_prec5t4_non-boycott,tailprec5t4_all,standards_tailprec5t4_all,tailprec5t4_non-boycott,standards_tailprec5t4_non-boycott,prec5t4_frac_all,standards_prec5t4_frac_all,prec5t4_frac_non-boycott,standards_prec5t4_frac_non-boycott,tailprec5t4_frac_all,standards_tailprec5t4_frac_all,tailprec5t4_frac_non-boycott,standards_tailprec5t4_frac_non-boycott,rec10t4_all,standards_rec10t4_all,rec10t4_non-boycott,standards_rec10t4_non-boycott,tailrec10t4_all,standards_tailrec10t4_all,tailrec10t4_non-boycott,standards_tailrec10t4_non-boycott,rec10t4_frac_all,standards_rec10t4_frac_all,rec10t4_frac_non-boycott,standards_rec10t4_frac_non-boycott,tailrec10t4_frac_all,standards_tailrec10t4_frac_all,tailrec10t4_frac_non-boycott,standards_tailrec10t4_frac_non-boycott,rec5t4_all,standards_rec5t4_all,rec5t4_non-boycott,standards_rec5t4_non-boycott,tailrec5t4_all,standards_tailrec5t4_all,tailrec5t4_non-boycott,standards_tailrec5t4_non-boycott,rec5t4_frac_all,standards_rec5t4_frac_all,rec5t4_frac_non-boycott,standards_rec5t4_frac_non-boycott,tailrec5t4_frac_all,standards_tailrec5t4_frac_all,tailrec5t4_frac_non-boycott,standards_tailrec5t4_frac_non-boycott,ndcg10_all,standards_ndcg10_all,ndcg10_non-boycott,standards_ndcg10_non-boycott,tailndcg10_all,standards_tailndcg10_all,tailndcg10_non-boycott,standards_tailndcg10_non-boycott,ndcg10_frac_all,standards_ndcg10_frac_all,ndcg10_frac_non-boycott,standards_ndcg10_frac_non-boycott,tailndcg10_frac_all,standards_tailndcg10_frac_all,tailndcg10_frac_non-boycott,standards_tailndcg10_frac_non-boycott,ndcg5_all,standards_ndcg5_all,ndcg5_non-boycott,standards_ndcg5_non-boycott,tailndcg5_all,standards_tailndcg5_all,tailndcg5_non-boycott,standards_tailndcg5_non-boycott,ndcg5_frac_all,standards_ndcg5_frac_all,ndcg5_frac_non-boycott,standards_ndcg5_frac_non-boycott,tailndcg5_frac_all,standards_tailndcg5_frac_all,tailndcg5_frac_non-boycott,standards_tailndcg5_frac_non-boycott,ndcgfull_all,standards_ndcgfull_all,ndcgfull_non-boycott,standards_ndcgfull_non-boycott,tailndcgfull_all,standards_tailndcgfull_all,tailndcgfull_non-boycott,standards_tailndcgfull_non-boycott,ndcgfull_frac_all,standards_ndcgfull_frac_all,ndcgfull_frac_non-boycott,standards_ndcgfull_frac_non-boycott,tailndcgfull_frac_all,standards_tailndcgfull_frac_all,tailndcgfull_frac_non-boycott,standards_tailndcgfull_frac_non-boycott,hits_all,standards_hits_all,hits_non-boycott,standards_hits_non-boycott,tailhits_all,standards_tailhits_all,tailhits_non-boycott,standards_tailhits_non-boycott,hits_frac_all,standards_hits_frac_all,hits_frac_non-boycott,standards_hits_frac_non-boycott,tailhits_frac_all,standards_tailhits_frac_all,tailhits_frac_non-boycott,standards_tailhits_frac_non-boycott,normhits_all,standards_normhits_all,normhits_non-boycott,standards_normhits_non-boycott,tailnormhits_all,standards_tailnormhits_all,tailnormhits_non-boycott,standards_tailnormhits_non-boycott,normhits_frac_all,standards_normhits_frac_all,normhits_frac_non-boycott,standards_normhits_frac_non-boycott,tailnormhits_frac_all,standards_tailnormhits_frac_all,tailnormhits_frac_non-boycott,standards_tailnormhits_frac_non-boycott,avgrating_all,standards_avgrating_all,avgrating_non-boycott,standards_avgrating_non-boycott,tailavgrating_all,standards_tailavgrating_all,tailavgrating_non-boycott,standards_tailavgrating_non-boycott,avgrating_frac_all,standards_avgrating_frac_all,avgrating_frac_non-boycott,standards_avgrating_frac_non-boycott,tailavgrating_frac_all,standards_tailavgrating_frac_all,tailavgrating_frac_non-boycott,standards_tailavgrating_frac_non-boycott,avgest_all,standards_avgest_all,avgest_non-boycott,standards_avgest_non-boycott,tailavgest_all,standards_tailavgest_all,tailavgest_non-boycott,standards_tailavgest_non-boycott,avgest_frac_all,standards_avgest_frac_all,avgest_frac_non-boycott,standards_avgest_frac_non-boycott,tailavgest_frac_all,standards_tailavgest_frac_all,tailavgest_frac_non-boycott,standards_tailavgest_frac_non-boycott,falsepos_all,standards_falsepos_all,falsepos_non-boycott,standards_falsepos_non-boycott,tailfalsepos_all,standards_tailfalsepos_all,tailfalsepos_non-boycott,standards_tailfalsepos_non-boycott,falsepos_frac_all,standards_falsepos_frac_all,falsepos_frac_non-boycott,standards_falsepos_frac_non-boycott,tailfalsepos_frac_all,standards_tailfalsepos_frac_all,tailfalsepos_frac_non-boycott,standards_tailfalsepos_frac_non-boycott,totalhits_all,standards_totalhits_all,totalhits_non-boycott,standards_totalhits_non-boycott,tailtotalhits_all,standards_tailtotalhits_all,tailtotalhits_non-boycott,standards_tailtotalhits_non-boycott,totalhits_frac_all,standards_totalhits_frac_all,totalhits_frac_non-boycott,standards_totalhits_frac_non-boycott,tailtotalhits_frac_all,standards_tailtotalhits_frac_all,tailtotalhits_frac_non-boycott,standards_tailtotalhits_frac_non-boycott,fit_time_all,standards_fit_time_all,fit_time_non-boycott,standards_fit_time_non-boycott,fit_time_boycott,standards_fit_time_boycott,fit_time_like-boycott,standards_fit_time_like-boycott,fit_time_all-like-boycott,standards_fit_time_all-like-boycott,test_times_all,standards_test_times_all,test_times_non-boycott,standards_test_times_non-boycott,test_times_boycott,standards_test_times_boycott,test_times_like-boycott,standards_test_times_like-boycott,test_times_all-like-boycott,standards_test_times_all-like-boycott,num_tested_all,standards_num_tested_all,num_tested_non-boycott,standards_num_tested_non-boycott,num_tested_boycott,standards_num_tested_boycott,num_tested_like-boycott,standards_num_tested_like-boycott,num_tested_all-like-boycott,standards_num_tested_all-like-boycott,increase_rmse_all,percent_increase_rmse_all,type,increase_rmse_non-boycott,percent_increase_rmse_non-boycott,increase_mae_all,percent_increase_mae_all,increase_mae_non-boycott,percent_increase_mae_non-boycott,increase_prec10t4_all,percent_increase_prec10t4_all,increase_prec10t4_non-boycott,percent_increase_prec10t4_non-boycott,increase_tailprec10t4_all,percent_increase_tailprec10t4_all,increase_tailprec10t4_non-boycott,percent_increase_tailprec10t4_non-boycott,increase_prec10t4_frac_all,percent_increase_prec10t4_frac_all,increase_prec10t4_frac_non-boycott,percent_increase_prec10t4_frac_non-boycott,increase_tailprec10t4_frac_all,percent_increase_tailprec10t4_frac_all,increase_tailprec10t4_frac_non-boycott,percent_increase_tailprec10t4_frac_non-boycott,increase_prec5t4_all,percent_increase_prec5t4_all,increase_prec5t4_non-boycott,percent_increase_prec5t4_non-boycott,increase_tailprec5t4_all,percent_increase_tailprec5t4_all,increase_tailprec5t4_non-boycott,percent_increase_tailprec5t4_non-boycott,increase_prec5t4_frac_all,percent_increase_prec5t4_frac_all,increase_prec5t4_frac_non-boycott,percent_increase_prec5t4_frac_non-boycott,increase_tailprec5t4_frac_all,percent_increase_tailprec5t4_frac_all,increase_tailprec5t4_frac_non-boycott,percent_increase_tailprec5t4_frac_non-boycott,increase_rec10t4_all,percent_increase_rec10t4_all,increase_rec10t4_non-boycott,percent_increase_rec10t4_non-boycott,increase_tailrec10t4_all,percent_increase_tailrec10t4_all,increase_tailrec10t4_non-boycott,percent_increase_tailrec10t4_non-boycott,increase_rec10t4_frac_all,percent_increase_rec10t4_frac_all,increase_rec10t4_frac_non-boycott,percent_increase_rec10t4_frac_non-boycott,increase_tailrec10t4_frac_all,percent_increase_tailrec10t4_frac_all,increase_tailrec10t4_frac_non-boycott,percent_increase_tailrec10t4_frac_non-boycott,increase_rec5t4_all,percent_increase_rec5t4_all,increase_rec5t4_non-boycott,percent_increase_rec5t4_non-boycott,increase_tailrec5t4_all,percent_increase_tailrec5t4_all,increase_tailrec5t4_non-boycott,percent_increase_tailrec5t4_non-boycott,increase_rec5t4_frac_all,percent_increase_rec5t4_frac_all,increase_rec5t4_frac_non-boycott,percent_increase_rec5t4_frac_non-boycott,increase_tailrec5t4_frac_all,percent_increase_tailrec5t4_frac_all,increase_tailrec5t4_frac_non-boycott,percent_increase_tailrec5t4_frac_non-boycott,increase_ndcg10_all,percent_increase_ndcg10_all,increase_ndcg10_non-boycott,percent_increase_ndcg10_non-boycott,increase_tailndcg10_all,percent_increase_tailndcg10_all,increase_tailndcg10_non-boycott,percent_increase_tailndcg10_non-boycott,increase_ndcg10_frac_all,percent_increase_ndcg10_frac_all,increase_ndcg10_frac_non-boycott,percent_increase_ndcg10_frac_non-boycott,increase_tailndcg10_frac_all,percent_increase_tailndcg10_frac_all,increase_tailndcg10_frac_non-boycott,percent_increase_tailndcg10_frac_non-boycott,increase_ndcg5_all,percent_increase_ndcg5_all,increase_ndcg5_non-boycott,percent_increase_ndcg5_non-boycott,increase_tailndcg5_all,percent_increase_tailndcg5_all,increase_tailndcg5_non-boycott,percent_increase_tailndcg5_non-boycott,increase_ndcg5_frac_all,percent_increase_ndcg5_frac_all,increase_ndcg5_frac_non-boycott,percent_increase_ndcg5_frac_non-boycott,increase_tailndcg5_frac_all,percent_increase_tailndcg5_frac_all,increase_tailndcg5_frac_non-boycott,percent_increase_tailndcg5_frac_non-boycott,increase_ndcgfull_all,percent_increase_ndcgfull_all,increase_ndcgfull_non-boycott,percent_increase_ndcgfull_non-boycott,increase_tailndcgfull_all,percent_increase_tailndcgfull_all,increase_tailndcgfull_non-boycott,percent_increase_tailndcgfull_non-boycott,increase_ndcgfull_frac_all,percent_increase_ndcgfull_frac_all,increase_ndcgfull_frac_non-boycott,percent_increase_ndcgfull_frac_non-boycott,increase_tailndcgfull_frac_all,percent_increase_tailndcgfull_frac_all,increase_tailndcgfull_frac_non-boycott,percent_increase_tailndcgfull_frac_non-boycott,increase_hits_all,percent_increase_hits_all,increase_hits_non-boycott,percent_increase_hits_non-boycott,increase_tailhits_all,percent_increase_tailhits_all,increase_tailhits_non-boycott,percent_increase_tailhits_non-boycott,increase_hits_frac_all,percent_increase_hits_frac_all,increase_hits_frac_non-boycott,percent_increase_hits_frac_non-boycott,increase_tailhits_frac_all,percent_increase_tailhits_frac_all,increase_tailhits_frac_non-boycott,percent_increase_tailhits_frac_non-boycott,increase_normhits_all,percent_increase_normhits_all,increase_normhits_non-boycott,percent_increase_normhits_non-boycott,increase_tailnormhits_all,percent_increase_tailnormhits_all,increase_tailnormhits_non-boycott,percent_increase_tailnormhits_non-boycott,increase_normhits_frac_all,percent_increase_normhits_frac_all,increase_normhits_frac_non-boycott,percent_increase_normhits_frac_non-boycott,increase_tailnormhits_frac_all,percent_increase_tailnormhits_frac_all,increase_tailnormhits_frac_non-boycott,percent_increase_tailnormhits_frac_non-boycott,increase_avgrating_all,percent_increase_avgrating_all,increase_avgrating_non-boycott,percent_increase_avgrating_non-boycott,increase_tailavgrating_all,percent_increase_tailavgrating_all,increase_tailavgrating_non-boycott,percent_increase_tailavgrating_non-boycott,increase_avgrating_frac_all,percent_increase_avgrating_frac_all,increase_avgrating_frac_non-boycott,percent_increase_avgrating_frac_non-boycott,increase_tailavgrating_frac_all,percent_increase_tailavgrating_frac_all,increase_tailavgrating_frac_non-boycott,percent_increase_tailavgrating_frac_non-boycott,increase_avgest_all,percent_increase_avgest_all,increase_avgest_non-boycott,percent_increase_avgest_non-boycott,increase_tailavgest_all,percent_increase_tailavgest_all,increase_tailavgest_non-boycott,percent_increase_tailavgest_non-boycott,increase_avgest_frac_all,percent_increase_avgest_frac_all,increase_avgest_frac_non-boycott,percent_increase_avgest_frac_non-boycott,increase_tailavgest_frac_all,percent_increase_tailavgest_frac_all,increase_tailavgest_frac_non-boycott,percent_increase_tailavgest_frac_non-boycott,increase_falsepos_all,percent_increase_falsepos_all,increase_falsepos_non-boycott,percent_increase_falsepos_non-boycott,increase_tailfalsepos_all,percent_increase_tailfalsepos_all,increase_tailfalsepos_non-boycott,percent_increase_tailfalsepos_non-boycott,increase_falsepos_frac_all,percent_increase_falsepos_frac_all,increase_falsepos_frac_non-boycott,percent_increase_falsepos_frac_non-boycott,increase_tailfalsepos_frac_all,percent_increase_tailfalsepos_frac_all,increase_tailfalsepos_frac_non-boycott,percent_increase_tailfalsepos_frac_non-boycott,increase_totalhits_all,percent_increase_totalhits_all,increase_totalhits_non-boycott,percent_increase_totalhits_non-boycott,increase_tailtotalhits_all,percent_increase_tailtotalhits_all,increase_tailtotalhits_non-boycott,percent_increase_tailtotalhits_non-boycott,increase_totalhits_frac_all,percent_increase_totalhits_frac_all,increase_totalhits_frac_non-boycott,percent_increase_totalhits_frac_non-boycott,increase_tailtotalhits_frac_all,percent_increase_tailtotalhits_frac_all,increase_tailtotalhits_frac_non-boycott,percent_increase_tailtotalhits_frac_non-boycott
0000_SVD,Top 10% contributors excluded,SVD,1-to-10,1.0,0.7,1000209,6040,3706,0.8734292086326507,0.8734292086326507,0.8734292086326507,0.8734292086326507,0.68565924974011,0.68565924974011,0.68565924974011,0.68565924974011,0.8044081587412997,0.8044081587412997,0.8044081587412997,0.8044081587412997,0.7569936857991829,0.7569936857991829,0.7569936857991829,0.7569936857991829,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.8324186515278518,0.8324186515278518,0.8324186515278518,0.8324186515278518,0.7786251195325559,0.7786251195325559,0.7786251195325559,0.7786251195325559,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.6396538707395909,0.6396538707395909,0.6396538707395909,0.6396538707395909,0.7384496740173152,0.7384496740173152,0.7384496740173152,0.7384496740173152,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.4414764047881709,0.4414764047881709,0.4414764047881709,0.4414764047881709,0.5623463387163572,0.5623463387163572,0.5623463387163572,0.5623463387163572,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.7935157850853501,0.7935157850853501,0.7935157850853501,0.7935157850853501,0.77371203171284,0.77371203171284,0.77371203171284,0.77371203171284,0.7232870936361351,0.7232870936361351,0.7232870936361351,0.7232870936361351,0.5698442255672974,0.5698442255672974,0.5698442255672974,0.5698442255672974,0.7859252131046933,0.7859252131046933,0.7859252131046933,0.7859252131046933,0.7632883119130855,0.7632883119130855,0.7632883119130855,0.7632883119130855,0.9259912768885006,0.9259912768885006,0.9259912768885006,0.9259912768885006,0.7904199169776026,0.7904199169776026,0.7904199169776026,0.7904199169776026,0.90974796966186,0.90974796966186,0.90974796966186,0.90974796966186,0.9051798237113536,0.9051798237113536,0.9051798237113536,0.9051798237113536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.75632421589539,14.75632421589539,14.75632421589539,14.75632421589539,9.322411023328767,9.322411023328767,9.322411023328767,9.322411023328767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7593777813214053,0.7593777813214053,0.7593777813214053,0.7593777813214053,0.7292820919204536,0.7292820919204536,0.7292820919204536,0.7292820919204536,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.9584673730041586,3.702850090758313,3.702850090758313,3.702850090758313,3.702850090758313,3.553128919117876,3.553128919117876,3.553128919117876,3.553128919117876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.698830121286361,3.698830121286361,3.698830121286361,3.698830121286361,3.5576420697835696,3.5576420697835696,3.5576420697835696,3.5576420697835696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.310391862121126,4.310391862121126,4.310391862121126,4.310391862121126,3.1776039014856456,3.1776039014856456,3.1776039014856456,3.1776039014856456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,89045.6,89045.6,89045.6,89045.6,55619.2,55619.2,55619.2,55619.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.2315016746521,9.059906005859376e-07,90.2315016746521,9.059906005859376e-07,90.2315016746521,9.059906005859376e-07,90.2315016746521,9.059906005859376e-07,90.2315016746521,9.059906005859376e-07,9.485091400146484,4.637920331954956,9.43844814300537,5.029361009597778,0.0,0.0,0.0,0.0,0.0,0.0,200041.8,200041.8,200041.8,200041.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001_SVD,Bottom 10% contributors excluded,SVD,1-to-10,1.0,0.7,1000209,6040,3706,0.8734292086326507,0.8734292086326507,0.8734292086326507,0.8734292086326507,0.68565924974011,0.68565924974011,0.68565924974011,0.68565924974011,0.8044081587412997,0.8044081587412997,0.8044081587412997,0.8044081587412997,0.7569936857991829,0.7569936857991829,0.7569936857991829,0.7569936857991829,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.8324186515278518,0.8324186515278518,0.8324186515278518,0.8324186515278518,0.7786251195325559,0.7786251195325559,0.7786251195325559,0.7786251195325559,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.6396538707395909,0.6396538707395909,0.6396538707395909,0.6396538707395909,0.7384496740173152,0.7384496740173152,0.7384496740173152,0.7384496740173152,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.4414764047881709,0.4414764047881709,0.4414764047881709,0.4414764047881709,0.5623463387163572,0.5623463387163572,0.5623463387163572,0.5623463387163572,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.7935157850853501,0.7935157850853501,0.7935157850853501,0.7935157850853501,0.77371203171284,0.77371203171284,0.77371203171284,0.77371203171284,0.7232870936361351,0.7232870936361351,0.7232870936361351,0.7232870936361351,0.5698442255672974,0.5698442255672974,0.5698442255672974,0.5698442255672974,0.7859252131046933,0.7859252131046933,0.7859252131046933,0.7859252131046933,0.7632883119130855,0.7632883119130855,0.7632883119130855,0.7632883119130855,0.9259912768885006,0.9259912768885006,0.9259912768885006,0.9259912768885006,0.7904199169776026,0.7904199169776026,0.7904199169776026,0.7904199169776026,0.90974796966186,0.90974796966186,0.90974796966186,0.90974796966186,0.9051798237113536,0.9051798237113536,0.9051798237113536,0.9051798237113536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.75632421589539,14.75632421589539,14.75632421589539,14.75632421589539,9.322411023328767,9.322411023328767,9.322411023328767,9.322411023328767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7593777813214053,0.7593777813214053,0.7593777813214053,0.7593777813214053,0.7292820919204536,0.7292820919204536,0.7292820919204536,0.7292820919204536,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9913166929463616,0.9584673730041586,0.9584673730041586,0.9584673730041586,0.9584673730041586,3.702850090758313,3.702850090758313,3.702850090758313,3.702850090758313,3.553128919117876,3.553128919117876,3.553128919117876,3.553128919117876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.698830121286361,3.698830121286361,3.698830121286361,3.698830121286361,3.5576420697835696,3.5576420697835696,3.5576420697835696,3.5576420697835696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.310391862121126,4.310391862121126,4.310391862121126,4.310391862121126,3.1776039014856456,3.1776039014856456,3.1776039014856456,3.1776039014856456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,89045.6,89045.6,89045.6,89045.6,55619.2,55619.2,55619.2,55619.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.4060345172882,9.5367431640625e-07,90.4060345172882,9.5367431640625e-07,90.4060345172882,9.5367431640625e-07,90.4060345172882,9.5367431640625e-07,90.4060345172882,9.5367431640625e-07,9.532838392257691,4.921353530883789,9.478590774536134,5.051607894897461,0.0,0.0,0.0,0.0,0.0,0.0,200041.8,200041.8,200041.8,200041.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
